Genus,species,URL,Primary Research,Environment,Domain,Phylum/Kingdom,Netid,Environment Notes,,
Thiomargarita,namibiensis,https://microbewiki.kenyon.edu/index.php/Thiomargarita_namibiensis,Environmental Microbiome,Sediment,Bacteria,Proteobacteria,mchang3,,,
Thiomicrospira,crunogena,https://microbewiki.kenyon.edu/index.php/Thiomicrospira_crunogena,Extremophile,Marine,Bacteria,Proteobacteria,mchang3,,,
Thiomicrospira,denitrificans,https://microbewiki.kenyon.edu/index.php/Thiomicrospira_denitrificans,Environmental Microbiome,Marine,Bacteria,Proteobacteria,mchang3,,,
Thioploca,araucae,https://microbewiki.kenyon.edu/index.php/Thioploca_araucae,Environmental Microbiome,Marine,Bacteria,Proteobacteria,mchang3,,,
Thiothrix,nivea,https://microbewiki.kenyon.edu/index.php/Thiothrix_nivea,Extremophile,Aquatic,Bacteria,Proteobacteria,mchang3,,,
Toxoplasma,gondii,https://microbewiki.kenyon.edu/index.php/Toxoplasma_gondii,Pathogen,Animal Host ,Eukaryota,Alveolata,mchang3,,,
Treponema,denticola,https://microbewiki.kenyon.edu/index.php/Treponema_denticola,Animal Microbiome,Animal Host ,Bacteria,Spirochaetes,mchang3,oral,,
Treponema,pallidum,https://microbewiki.kenyon.edu/index.php/Treponema_pallidum,Pathogen,Animal Host ,Bacteria,Spirochaetes,mchang3,,,
Treponema,primitia,https://microbewiki.kenyon.edu/index.php/Treponema_primitia,Animal Microbiome,Animal Host ,Bacteria,Spirochaetes,mchang3,in termite guts,,
Trichinella,spiralis,https://microbewiki.kenyon.edu/index.php/Trichinella_spiralis,Pathogen,Animal Host ,Eukaryota,Nematoda,mchang3,,,
Trichodesmium,erythraeum,https://microbewiki.kenyon.edu/index.php/Trichodesmium_erythraeum,Environmental Microbiome,Marine,Bacteria,Cyanobacteria,mchang3,,,
Trichodesmium,thiebautii,https://microbewiki.kenyon.edu/index.php/Trichodesmium_thiebautii,Environmental Microbiome,Marine,Bacteria,Cyanobacteria,mchang3,,,
Trichomonas,vaginalis,https://microbewiki.kenyon.edu/index.php/Trichomonas_vaginalis,Pathogen,Animal Host ,Eukaryota,Parabasalidea,mchang3,,,
Trichophyton,rubrum,https://microbewiki.kenyon.edu/index.php/Trichophyton_rubrum,Pathogen,Animal Host ,Eukaryota,ascomycota,mchang3,,,
Tropheryma,whipplei,https://microbewiki.kenyon.edu/index.php/Tropheryma_whipplei,Pathogen,Animal Host ,Bacteria,Actinobacteria,mchang3,,,
Trypanosoma,brucei,https://microbewiki.kenyon.edu/index.php/Trypanosoma_brucei,Pathogen,Animal Host ,Eukaryota,Euglenozoa,mchang3,,,
Trypanosoma,cruzi,https://microbewiki.kenyon.edu/index.php/Trypanosoma_cruzi,Pathogen,Animal Host ,Eukaryota,Euglenozoa,mchang3,,,
Tuberculosis,disease,https://microbewiki.kenyon.edu/index.php/Tuberculosis_disease,Pathogen,Animal Host ,Bacteria,Actinobacteria,aobert,Diverse geographic areas,,
Ureaplasma,parvum,https://microbewiki.kenyon.edu/index.php/Ureaplasma_parvum,Pathogen,Animal Host ,Bacteria,Firmicutes,dmolik,,,
Ureaplasma,urealyticum,https://microbewiki.kenyon.edu/index.php/Ureaplasma_urealyticum,Pathogen,Animal Host ,Bacteria,Firmicutes,dmolik,,,
Veillonella,parvula,https://microbewiki.kenyon.edu/index.php/Veillonella_parvula,Pathogen,Animal Host ,Bacteria,Firmicutes,dmolik,,,
Vibrio,alginolyticus,https://microbewiki.kenyon.edu/index.php/Vibrio_alginolyticus,Pathogen,Aquatic,Bacteria,Proteobacteria,dmolik,,,
Vibrio,cholera,https://microbewiki.kenyon.edu/index.php/Vibrio_cholera,Pathogen,Aquatic,Bacteria,Proteobacteria,dmolik,,,
Vibrio,cholerae,https://microbewiki.kenyon.edu/index.php/Vibrio_cholerae,Pathogen,Aquatic,Bacteria,Proteobacteria,dmolik,,,
Vibrio,coralliilyticus,https://microbewiki.kenyon.edu/index.php/Vibrio_coralliilyticus,Environmental Microbiome,Marine,Bacteria,Proteobacteria,dmolik,,,
Vibrio,fischeri,https://microbewiki.kenyon.edu/index.php/Vibrio_fischeri,Environmental Microbiome,Marine,Bacteria,Proteobacteria,dmolik,,,
Vibrio,halioticoli,https://microbewiki.kenyon.edu/index.php/Vibrio_halioticoli,Environmental Microbiome,Marine,Bacteria,Proteobacteria,alewis22,,,
Vibrio,harveyi,https://microbewiki.kenyon.edu/index.php/Vibrio_harveyi,Environmental Microbiome,Marine,Bacteria,Proteobacteria,omarcian,,,
Vibrio,mimicus,https://microbewiki.kenyon.edu/index.php/Vibrio_mimicus,Environmental Microbiome,Marine,Bacteria,Proteobacteria,omarcian,,,
Vibrio,natriegens,https://microbewiki.kenyon.edu/index.php/Vibrio_natriegens,Animal Microbiome,Halophile,Bacteria,Proteobacteria,lortiz3,"Non-pathogenic to humans, but pathogenic to sea animals",,
Vibrio,parahaemolyticus,https://microbewiki.kenyon.edu/index.php/Vibrio_parahaemolyticus,Animal Microbiome,Halophile,Bacteria,Proteobacteria,lortiz3,"Found in warm estuarine seawater, associated with seafood bacterial gastroenteritis",,
Vibrio,shiloi,https://microbewiki.kenyon.edu/index.php/Vibrio_shiloi,Misc,Marine,Bacteria,Proteobacteria,lortiz3,Causes corals to lose their color,,
Vibrio,splendidus,https://microbewiki.kenyon.edu/index.php/Vibrio_splendidus,Misc,Aquatic,Bacteria,Proteobacteria,omarcian,,,
Vibrio,vulnificus,https://microbewiki.kenyon.edu/index.php/Vibrio_vulnificus,Pathogen,Saline ,Bacteria,Proteobacteria,omarcian,Found in food,,
Volvox,aureus,https://microbewiki.kenyon.edu/index.php/Volvox_aureus,Environmental Microbiome,Aquatic,Eukaryota,Chlorophyta,omarcian,,,
Volvox,carteri,https://microbewiki.kenyon.edu/index.php/Volvox_carteri,Environmental Microbiome,Aquatic,Eukaryota,Chlorophyta,omarcian,,,
Wallemia,sebi,https://microbewiki.kenyon.edu/index.php/Wallemia_sebi,Environmental Microbiome,Saline ,Bacteria,Basidiomycota,omarcian,Thirive without water,,
Weissella,koreensis,https://microbewiki.kenyon.edu/index.php/Weissella_koreensis,Fermentation,Acidophile,Bacteria,Firmicutes,omarcian,Food ,,
Wigglesworthia,glossinidia,https://microbewiki.kenyon.edu/index.php/Wigglesworthia_glossinidia,Animal Microbiome,Animal Host ,Bacteria,Proteobacteria,aobert,Tsetse fly,,
Winogradskyella,pacifica,https://microbewiki.kenyon.edu/index.php/Winogradskyella_pacifica,Misc,Marine,Bacteria,Bacteriodetes,emoll1,Aquatic,,
Winogradskyella,poriferorum,https://microbewiki.kenyon.edu/index.php/Winogradskyella_poriferorum,Animal Microbiome,Marine,Bacteria,Bacteriodetes,emoll1,Live on sponges,,
Wolbachia,pipientis,https://microbewiki.kenyon.edu/index.php/Wolbachia_pipientis,Pathogen,Animal Host ,Bacteria,Proteobacteria,emoll1,Pathogen,,
Wolinella,succinogenes,https://microbewiki.kenyon.edu/index.php/Wolinella_succinogenes,Animal Microbiome,Animal Host ,Bacteria,Proteobacteria,emoll1,,,
Xanthomonas,axonopodis,https://microbewiki.kenyon.edu/index.php/Xanthomonas_axonopodis,Pathogen,Plant Host,Bacteria,Proteobaceria,alewis22,,,
Xanthomonas,campestris,https://microbewiki.kenyon.edu/index.php/Xanthomonas_campestris,Pathogen,Aquatic and Soil,Bacteria,Proteobacteria ,afranco5,,,
Xanthomonas,citri,https://microbewiki.kenyon.edu/index.php/Xanthomonas_citri,Pathogen,Plant Host,Bacteria,Proteobacteria ,afranco5,,,
Xenorhabdus,nematophilus,https://microbewiki.kenyon.edu/index.php/Xenorhabdus_nematophilus,Environmental Microbiome,Soil,Bacteria,Proteobacteria ,afranco5,,,
Xylaria,hypoxylon,https://microbewiki.kenyon.edu/index.php/Xylaria_hypoxylon,Rhizosphere,Plant Host,Eukaryota,Ascomycota,alewis22,,,
Xylella,fastidiosa,https://microbewiki.kenyon.edu/index.php/Xylella_fastidiosa,Pathogen,Plant Host,Bacteria,Proteobacteria,alewis22,,,
Yersinia,enterocolitica,https://microbewiki.kenyon.edu/index.php/Yersinia_enterocolitica,Pathogen,Animal Host ,Bacteria,Proteobacteria,alewis22,,,
Yersinia,pestis,https://microbewiki.kenyon.edu/index.php/Yersinia_pestis,Pathogen,Animal Host ,Bacteria,Proteobacteria ,afranco5,,,
Yersinia,pseudotuberculosis,https://microbewiki.kenyon.edu/index.php/Yersinia_pseudotuberculosis,Pathogen,Animal Host,Bacteria,Proteobacteria,Precompleted,Pathogen,,
Zobellia,laminariae,https://microbewiki.kenyon.edu/index.php/Zobellia_laminariae,Environmental Microbiome,Marine,Bacteria,Bacteroidetes,Precompleted,,,
Zooglea,ramigera,https://microbewiki.kenyon.edu/index.php/Zooglea_ramigera,Bioremediation,Aquatic,Bacteria,Proteobacteria,Precompleted,Waste Water,,
Zoogloea,ramigera,https://microbewiki.kenyon.edu/index.php/Zoogloea_ramigera,Bioremediation,Aquatic,Bacteria,Proteobacteria,Precompleted,Waste Water,,
